#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:204,1,1,chrX,chrX,20577,20577,100075347,100095923,+,100075347,100095923,100820358,100840934,+,1,First Pass,Primary Assembly
Line:205,1,1,chrX,chrX,31023,31023,100098312,100129334,+,100098312,100129334,100843323,100874345,+,1,First Pass,Primary Assembly
Line:206,1,1,chrX,chrX,4137,4137,100258820,100262956,+,100258820,100262956,101003831,101007967,+,1,First Pass,Primary Assembly
Line:207,1,1,chrX,chrX,42773,42773,100264333,100307105,+,100264333,100307105,101009344,101052116,+,1,First Pass,Primary Assembly
Line:208,1,1,chrX,chrX,63182,63182,100354797,100417978,+,100354797,100417978,101099808,101162989,+,1,First Pass,Primary Assembly
Line:209,1,1,chrX,chrX,44554,44554,100474932,100519485,+,100474932,100519485,101219943,101264496,+,1,First Pass,Primary Assembly
Line:210,1,1,chrX,chrX,36779,36779,100604434,100641212,+,100604434,100641212,101349446,101386224,+,1,First Pass,Primary Assembly
Line:211,1,1,chrX,chrX,23252,23252,100645877,100669128,+,100645877,100669128,101390889,101414140,+,1,First Pass,Primary Assembly
Line:212,1,1,chrX,chrX,4713,4713,100878119,100882831,+,100878119,100882831,101623129,101627841,+,1,First Pass,Primary Assembly
Line:213,1,1,chrX,chrX,49781,49780,101137259,101187039,+,101137259,101187039,101882287,101932066,+,0.99998,First Pass,Primary Assembly
Line:214,1,1,chrX,chrX,118387,118387,101854275,101972661,+,101854275,101972661,102599347,102717733,+,1,First Pass,Primary Assembly
Line:215,1,1,chrX,chrX,116245,116245,102024094,102140338,+,102024094,102140338,102769166,102885410,+,1,First Pass,Primary Assembly
Line:216,1,1,chrX,chrX,75626,75626,102085070,102160695,+,102085070,102160695,102830142,102905767,+,1,First Pass,Primary Assembly
Line:217,1,1,chrX,chrX,5346,5346,102213937,102219282,+,102213937,102219282,102959009,102964354,+,1,First Pass,Primary Assembly
Line:218,1,1,chrX,chrX,1611,1611,102564273,102565883,+,102564273,102565883,103309345,103310955,+,1,First Pass,Primary Assembly
Line:219,1,1,chrX,chrX,2238,2238,102840418,102842655,+,102840418,102842655,103585490,103587727,+,1,First Pass,Primary Assembly
Line:220,1,1,chrX,chrX,12662,12662,102930425,102943086,+,102930425,102943086,103675497,103688158,+,1,First Pass,Primary Assembly
Line:221,1,1,chrX,chrX,14008,14017,103173478,103187485,+,103173478,103187485,103918895,103932911,+,1.00064,First Pass,Primary Assembly
Line:222,1,1,chrX,chrX,57812,57815,103343897,103401708,+,103343897,103401708,104099213,104157027,+,1.00005,First Pass,Primary Assembly
Line:223,1,1,chrX,chrX,1200828,1201516,103810995,105011822,+,103810995,105011822,104566314,105767829,+,1.00057,First Pass,Primary Assembly
Line:224,1,1,chrX,chrX,67515,67515,105855159,105922673,+,105855159,105922673,106611929,106679443,+,1,First Pass,Primary Assembly
Line:225,1,1,chrX,chrX,179493,179493,106057100,106236592,+,106057100,106236592,106813870,106993362,+,1,First Pass,Primary Assembly
Line:226,1,1,chrX,chrX,59512,59512,106183963,106243474,+,106183963,106243474,106940733,107000244,+,1,First Pass,Primary Assembly
Line:227,1,1,chrX,chrX,52526,52526,106309532,106362057,+,106309532,106362057,107066302,107118827,+,1,First Pass,Primary Assembly
Line:228,1,1,chrX,chrX,83015,83015,106366656,106449670,+,106366656,106449670,107123426,107206440,+,1,First Pass,Primary Assembly
Line:229,1,1,chrX,chrX,105785,105785,107069083,107174867,+,107069083,107174867,107825853,107931637,+,1,First Pass,Primary Assembly
Line:230,1,1,chrX,chrX,63004,63004,107334898,107397901,+,107334898,107397901,108091668,108154671,+,1,First Pass,Primary Assembly
Line:231,1,1,chrX,chrX,282823,282823,107398836,107681658,+,107398836,107681658,108155606,108438428,+,1,First Pass,Primary Assembly
Line:232,1,1,chrX,chrX,257703,257703,107683073,107940775,+,107683073,107940775,108439843,108697545,+,1,First Pass,Primary Assembly
Line:233,1,1,chrX,chrX,8919,8919,108779009,108787927,+,108779009,108787927,109535780,109544698,+,1,First Pass,Primary Assembly
Line:234,1,1,chrX,chrX,1466,1466,108866928,108868393,+,108866928,108868393,109623699,109625164,+,1,First Pass,Primary Assembly
Line:235,1,1,chrX,chrX,92059,92059,108884563,108976621,+,108884563,108976621,109641334,109733392,+,1,First Pass,Primary Assembly
Line:236,1,1,chrX,chrX,174676,174676,109246341,109421016,+,109246341,109421016,110003113,110177788,+,1,First Pass,Primary Assembly
Line:237,1,1,chrX,chrX,123968,123968,109437413,109561380,+,109437413,109561380,110194185,110318152,+,1,First Pass,Primary Assembly
Line:238,1,1,chrX,chrX,79531,79531,110924345,111003875,+,110924345,111003875,111681117,111760647,+,1,First Pass,Primary Assembly
Line:239,1,1,chrX,chrX,374222,374222,111326252,111700473,+,111326252,111700473,112083024,112457245,+,1,First Pass,Primary Assembly
Line:240,1,1,chrX,chrX,44563,44544,114752496,114797058,+,114752496,114797058,115518188,115562731,+,0.99957,First Pass,Primary Assembly
Line:241,1,1,chrX,chrX,57362,57354,114827818,114885179,+,114827818,114885179,115593506,115650859,+,0.99986,First Pass,Primary Assembly
Line:242,1,1,chrX,chrX,51820,51820,115033603,115085422,+,115033603,115085422,115917270,115969089,+,1,First Pass,Primary Assembly
Line:243,1,1,chrX,chrX,103889,103889,117480035,117583923,+,117480035,117583923,118346072,118449960,+,1,First Pass,Primary Assembly
Line:244,1,1,chrX,chrX,190253,190253,117629871,117820123,+,117629871,117820123,118495908,118686160,+,1,First Pass,Primary Assembly
Line:245,1,1,chrX,chrX,20240,20240,118380533,118400772,+,118380533,118400772,119246570,119266809,+,1,First Pass,Primary Assembly
Line:246,1,1,chrX,chrX,55181,55181,118533257,118588437,+,118533257,118588437,119399294,119454474,+,1,First Pass,Primary Assembly
Line:247,1,1,chrX,chrX,3089,3089,118599995,118603083,+,118599995,118603083,119466032,119469120,+,1,First Pass,Primary Assembly
Line:248,1,1,chrX,chrX,2998,2998,118602362,118605359,+,118602362,118605359,119468399,119471396,+,1,First Pass,Primary Assembly
Line:249,1,1,chrX,chrX,76426,76426,118750908,118827333,+,118750908,118827333,119616945,119693370,+,1,First Pass,Primary Assembly
Line:250,1,1,chrX,chrX,5157,5157,118920466,118925622,+,118920466,118925622,119786503,119791659,+,1,First Pass,Primary Assembly
Line:251,1,1,chrX,chrX,15992,15992,118940397,118956388,+,118940397,118956388,119806434,119822425,+,1,First Pass,Primary Assembly
Line:252,1,1,chrX,chrX,18580,18580,118947683,118966262,+,118947683,118966262,119813720,119832299,+,1,First Pass,Primary Assembly
Line:253,1,1,chrX,chrX,19004,19004,118967988,118986991,+,118967988,118986991,119834025,119853028,+,1,First Pass,Primary Assembly
Line:254,1,1,chrX,chrX,1298,1298,119004494,119005791,+,119004494,119005791,119870531,119871828,+,1,First Pass,Primary Assembly
Line:255,1,1,chrX,chrX,4897,4897,119005733,119010629,+,119005733,119010629,119871770,119876666,+,1,First Pass,Primary Assembly
Line:256,1,1,chrX,chrX,24745,24745,119029935,119054679,+,119029935,119054679,119895972,119920716,+,1,First Pass,Primary Assembly
Line:257,1,1,chrX,chrX,18724,18724,119059012,119077735,+,119059012,119077735,119925049,119943772,+,1,First Pass,Primary Assembly
Line:258,1,1,chrX,chrX,20825,20822,119358264,119379088,+,119358264,119379088,120224412,120245233,+,0.99986,First Pass,Primary Assembly
Line:259,1,1,chrX,chrX,7646,7646,119384606,119392251,+,119384606,119392251,120250751,120258396,+,1,First Pass,Primary Assembly
Line:260,1,1,chrX,chrX,43203,43203,119560002,119603204,+,119560002,119603204,120426147,120469349,+,1,First Pass,Primary Assembly
Line:261,1,1,chrX,chrX,51240,51240,119658445,119709684,+,119658445,119709684,120524590,120575829,+,1,First Pass,Primary Assembly
Line:262,1,1,chrX,chrX,16466,16466,119738551,119755016,+,119738551,119755016,120604696,120621161,+,1,First Pass,Primary Assembly
Line:263,1,1,chrX,chrX,4478,4478,119759528,119764005,+,119759528,119764005,120625673,120630150,+,1,First Pass,Primary Assembly
Line:264,1,1,chrX,chrX,37579,37579,121555855,121593433,+,121555855,121593433,122422002,122459580,+,1,First Pass,Primary Assembly
Line:265,1,1,chrX,chrX,306672,306674,122318095,122624766,+,122318095,122624766,123184242,123490915,+,1.00001,First Pass,Primary Assembly
Line:266,1,1,chrX,chrX,132494,132495,122734411,122866904,+,122734411,122866904,123600560,123733054,+,1.00001,First Pass,Primary Assembly
Line:267,1,1,chrX,chrX,54169,54169,122993661,123047829,+,122993661,123047829,123859811,123913979,+,1,First Pass,Primary Assembly
Line:268,1,1,chrX,chrX,142032,142032,123094474,123236505,+,123094474,123236505,123960624,124102655,+,1,First Pass,Primary Assembly
Line:269,1,1,chrX,chrX,587912,587913,123509755,124097666,+,123509755,124097666,124375905,124963817,+,1,First Pass,Primary Assembly
Line:270,1,1,chrX,chrX,1139,1139,125606111,125607249,+,125606111,125607249,126472128,126473266,+,1,First Pass,Primary Assembly
Line:271,1,1,chrX,chrX,76984,76984,128580477,128657460,+,128580477,128657460,129446500,129523483,+,1,First Pass,Primary Assembly
Line:272,1,1,chrX,chrX,52280,52280,128674251,128726530,+,128674251,128726530,129540274,129592553,+,1,First Pass,Primary Assembly
Line:273,1,1,chrX,chrX,15286,15286,128913891,128929176,+,128913891,128929176,129779915,129795200,+,1,First Pass,Primary Assembly
Line:274,1,1,chrX,chrX,23643,23643,129040096,129063738,+,129040096,129063738,129906120,129929762,+,1,First Pass,Primary Assembly
Line:275,1,1,chrX,chrX,45795,45795,129198894,129244688,+,129198894,129244688,130064919,130110713,+,1,First Pass,Primary Assembly
Line:276,1,1,chrX,chrX,33290,33290,129474046,129507335,+,129474046,129507335,130340072,130373361,+,1,First Pass,Primary Assembly
Line:277,1,1,chrX,chrX,11376,11376,129535942,129547317,+,129535942,129547317,130401968,130413343,+,1,First Pass,Primary Assembly
Line:278,1,1,chrX,chrX,279853,279853,129757356,130037208,+,129757356,130037208,130623382,130903234,+,1,First Pass,Primary Assembly
Line:279,1,1,chrX,chrX,15922,15922,130407482,130423403,+,130407482,130423403,131273508,131289429,+,1,First Pass,Primary Assembly
Line:280,1,1,chrX,chrX,2953,2953,130823929,130826881,+,130823929,130826881,131689901,131692853,+,1,First Pass,Primary Assembly
Line:281,1,1,chrX,chrX,127995,127995,130836677,130964671,+,130836677,130964671,131702649,131830643,+,1,First Pass,Primary Assembly
Line:282,1,1,chrX,chrX,52728,52728,131157244,131209971,+,131157244,131209971,132023216,132075943,+,1,First Pass,Primary Assembly
Line:283,1,1,chrX,chrX,214191,214191,131352649,131566839,+,131352649,131566839,132218621,132432811,+,1,First Pass,Primary Assembly
Line:284,1,1,chrX,chrX,335387,335387,131760037,132095423,+,131760037,132095423,132626009,132961395,+,1,First Pass,Primary Assembly
Line:285,1,1,chrX,chrX,114143,114143,132435063,132549205,+,132435063,132549205,133301035,133415177,+,1,First Pass,Primary Assembly
Line:286,1,1,chrX,chrX,449899,449900,132669775,133119673,+,132669775,133119673,133535747,133985646,+,1,First Pass,Primary Assembly
Line:287,1,1,chrX,chrX,55482,55482,133507341,133562822,+,133507341,133562822,134373311,134428792,+,1,First Pass,Primary Assembly
Line:288,1,1,chrX,chrX,40525,40525,133594174,133634698,+,133594174,133634698,134460144,134500668,+,1,First Pass,Primary Assembly
Line:289,1,1,chrX,chrX,2198,2198,133678456,133680653,+,133678456,133680653,134544426,134546623,+,1,First Pass,Primary Assembly
Line:290,1,1,chrX,chrX,92642,92642,133699872,133792513,+,133699872,133792513,134565842,134658483,+,1,First Pass,Primary Assembly
Line:291,1,1,chrX,chrX,26791,26791,133903595,133930385,+,133903595,133930385,134769565,134796355,+,1,First Pass,Primary Assembly
Line:292,1,1,chrX,chrX,47420,47420,133941222,133988641,+,133941222,133988641,134807192,134854611,+,1,First Pass,Primary Assembly
Line:293,1,1,chrX,chrX,1537,1537,134124967,134126503,+,134124967,134126503,134990937,134992473,+,1,First Pass,Primary Assembly
Line:294,1,1,chrX,chrX,2034,2034,134154533,134156566,+,134154533,134156566,135020503,135022536,+,1,First Pass,Primary Assembly
Line:295,1,1,chrX,chrX,5097,5097,134169665,134174761,+,134169665,134174761,135035635,135040731,+,1,First Pass,Primary Assembly
Line:296,1,1,chrX,chrX,1260,1260,134184962,134186221,+,134184962,134186221,135050932,135052191,+,1,First Pass,Primary Assembly
Line:297,1,1,chrX,chrX,95071,95093,134382887,134477957,+,134382887,134477957,135248940,135344032,+,1.00023,First Pass,Primary Assembly
Line:298,1,1,chrX,chrX,61907,61907,134654554,134716460,+,134654554,134716460,135520629,135582535,+,1,First Pass,Primary Assembly
Line:299,1,1,chrX,chrX,19437,19429,134975784,134995220,+,134975784,134995220,135893633,135913061,+,0.99959,First Pass,Primary Assembly
Line:300,1,1,chrX,chrX,11905,11905,135044230,135056134,+,135044230,135056134,135962071,135973975,+,1,First Pass,Primary Assembly
Line:301,1,1,chrX,chrX,61844,61844,135067585,135129428,+,135067585,135129428,135985426,136047269,+,1,First Pass,Primary Assembly
Line:302,1,1,chrX,chrX,34766,34766,135298973,135333738,+,135298973,135333738,136216814,136251579,+,1,First Pass,Primary Assembly
Line:303,1,1,chrX,chrX,14834,14834,135579670,135594503,+,135579670,135594503,136497511,136512344,+,1,First Pass,Primary Assembly
Line:304,1,1,chrX,chrX,115793,115793,135747711,135863503,+,135747711,135863503,136665552,136781344,+,1,First Pass,Primary Assembly
Line:305,1,1,chrX,chrX,44246,44246,135886489,135930734,+,135886489,135930734,136804330,136848575,+,1,First Pass,Primary Assembly
Line:306,1,1,chrX,chrX,7335,7335,135955605,135962939,+,135955605,135962939,136873446,136880780,+,1,First Pass,Primary Assembly
Line:307,1,1,chrX,chrX,84262,84262,135991553,136075814,+,135991553,136075814,136909394,136993655,+,1,First Pass,Primary Assembly
Line:308,1,1,chrX,chrX,96791,96791,136007490,136104280,+,136007490,136104280,136925331,137022121,+,1,First Pass,Primary Assembly
Line:309,1,1,chrX,chrX,573453,573452,137713733,138287185,+,137713733,138287185,138631572,139205023,+,1,First Pass,Primary Assembly
Line:310,1,1,chrX,chrX,126453,126453,138663929,138790381,+,138663929,138790381,139581770,139708222,+,1,First Pass,Primary Assembly
Line:311,1,1,chrX,chrX,105944,105944,138808504,138914447,+,138808504,138914447,139726345,139832288,+,1,First Pass,Primary Assembly
Line:312,1,1,chrX,chrX,10725,10725,139846724,139857448,+,139846724,139857448,140764559,140775283,+,1,First Pass,Primary Assembly
Line:313,1,1,chrX,chrX,3295,3295,139863223,139866517,+,139863223,139866517,140781058,140784352,+,1,First Pass,Primary Assembly
Line:314,1,1,chrX,chrX,65712,65712,140013902,140079613,+,140013902,140079613,140931737,140997448,+,1,First Pass,Primary Assembly
Line:315,1,1,chrX,chrX,1186,1181,142967172,142968357,+,142967172,142968357,143884070,143885250,+,0.99578,First Pass,Primary Assembly
Line:316,1,1,chrX,chrX,39180,39178,146993468,147032647,+,146993468,147032647,147911950,147951127,+,0.99995,First Pass,Primary Assembly
Line:317,1,1,chrX,chrX,500056,500046,147582138,148082193,+,147582138,148082193,148500618,149000663,+,0.99998,First Pass,Primary Assembly
Line:318,1,1,chrX,chrX,26591,26592,148560294,148586884,+,148560294,148586884,149478763,149505354,+,1.00004,First Pass,Primary Assembly
Line:319,1,1,chrX,chrX,35273,35277,148678215,148713487,+,148678215,148713487,149596555,149631831,+,1.00011,First Pass,Primary Assembly
Line:320,1,1,chrX,chrX,3209,3209,148850566,148853774,+,148850566,148853774,149768905,149772113,+,1,First Pass,Primary Assembly
Line:321,1,1,chrX,chrX,633,633,148853852,148854484,+,148853852,148854484,149772194,149772826,+,1,First Pass,Primary Assembly
Line:322,1,1,chrX,chrX,150899,150896,149531550,149682448,+,149531550,149682448,150363283,150514178,+,0.99998,First Pass,Primary Assembly
Line:323,1,1,chrX,chrX,104571,104548,149737046,149841616,+,149737046,149841616,150568596,150673143,+,0.99978,First Pass,Primary Assembly
Line:324,1,1,chrX,chrX,71708,71708,149861868,149933575,+,149861868,149933575,150693395,150765102,+,1,First Pass,Primary Assembly
Line:325,1,1,chrX,chrX,132482,132482,149934808,150067289,+,149934808,150067289,150766335,150898816,+,1,First Pass,Primary Assembly
Line:326,1,1,chrX,chrX,12181,12181,150565656,150577836,+,150565656,150577836,151397184,151409364,+,1,First Pass,Primary Assembly
Line:327,1,1,chrX,chrX,21557,21557,151121595,151143151,+,151121595,151143151,151953123,151974679,+,1,First Pass,Primary Assembly
Line:328,1,1,chrX,chrX,284199,284199,151335633,151619831,+,151335633,151619831,152167161,152451359,+,1,First Pass,Primary Assembly
Line:329,1,1,chrX,chrX,3571,3571,151867244,151870814,+,151867244,151870814,152698766,152702336,+,1,First Pass,Primary Assembly
Line:329,1,2,chrX,chrX,3571,3571,151867244,151870814,+,151867244,151870814,152766147,152769717,-,1,Second Pass,Primary Assembly
Line:330,1,1,chrX,chrX,38398,38398,151999510,152037907,+,151999510,152037907,152830966,152869363,+,1,First Pass,Primary Assembly
Line:331,1,1,chrX,chrX,18773,18773,152599612,152618384,+,152599612,152618384,153334154,153352926,+,1,First Pass,Primary Assembly
Line:332,1,1,chrX,chrX,23482,23482,152713122,152736603,+,152713122,152736603,153447664,153471145,+,1,First Pass,Primary Assembly
Line:333,1,1,chrX,chrX,14659,14659,152760346,152775004,+,152760346,152775004,153494888,153509546,+,1,First Pass,Primary Assembly
Line:334,1,1,chrX,chrX,4305,4305,152864822,152869126,+,152864822,152869126,153599367,153603671,+,1,First Pass,Primary Assembly
Line:335,1,1,chrX,chrX,23893,23893,152965946,152989838,+,152965946,152989838,153700491,153724383,+,1,First Pass,Primary Assembly
Line:336,1,1,chrX,chrX,19895,19896,152990322,153010216,+,152990322,153010216,153724867,153744762,+,1.00005,First Pass,Primary Assembly
Line:337,1,1,chrX,chrX,18886,18886,153172829,153191714,+,153172829,153191714,153907375,153926260,+,1,First Pass,Primary Assembly
Line:338,1,1,chrX,chrX,10850,10854,153629578,153640427,+,153629578,153640427,154401237,154412090,+,1.00037,First Pass,Primary Assembly
Line:339,1,1,chrX,chrX,75823,75825,153903526,153979348,+,153903526,153979348,154675249,154751073,+,1.00003,First Pass,Primary Assembly
Line:340,1,1,chrX,chrX,186936,186936,154064063,154250998,+,154064063,154250998,154835788,155022723,+,1,First Pass,Primary Assembly
Line:341,1,1,chrX,chrX,51656,51656,154299694,154351349,+,154299694,154351349,155071419,155123074,+,1,First Pass,Primary Assembly
Line:342,1,1,chrX,chrX,27375,27039,154576449,154603823,+,154576449,154603823,155347136,155374174,+,0.98773,First Pass,Primary Assembly
Line:343,1,1,chrX,chrX,27572,27572,154696200,154723771,+,154696200,154723771,155466539,155494110,+,1,First Pass,Primary Assembly
Line:344,1,1,chrX,chrX,14668,14668,154997450,155012117,+,154997450,155012117,155767788,155782455,+,1,First Pass,Primary Assembly
Line:345,1,1,chrX,chrX,62492,62491,155110942,155173433,+,155110942,155173433,155881279,155943769,+,0.99998,First Pass,Primary Assembly
