GENE,POS_HG19,POS,TISS,FULL_TISS,TISS_STATE,STATUS,COLOR,START,STOP
CTPS2,16731058,16712935,BR,brain,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,KI,kidney,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,SA,saliva,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,MU,muscle,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,HA,hair,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,PB,peripheral_blood_leukocytes,escape,variable,turquoise3,16587999,16712936
CTPS2,16730774,16712651,PA,pancreas,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,KT,kidney_tubule,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,BC,buffy_coat,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,SA,saliva,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,B2,brain20,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,BL,blood,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,B1,brain10,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,LU,lung,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,SF,subcutaneous_fat,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,BS,blood_spot,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,CB,cord_blood,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,ST,stomach,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,HA,hair,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,AD,adrenal,escape,variable,turquoise3,16587999,16712936
CTPS2,16730774,16712651,PM,PBMC,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,CB,cord_blood,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,LU,lung,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,LI,liver,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,BC,buffy_coat,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,PC,brain_prefrontal_cortex,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,MU,muscle,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,SF,subcutaneous_fat,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,PM,PBMC,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,OM,omentum,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,B1,brain10,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,MU,muscle,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,HE,heart,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,WB,whole_blood,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,PM,PBMC,escape,variable,turquoise3,16587999,16712936
CTPS2,16730774,16712651,AD,adrenal,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,BS,blood_spot,escape,variable,turquoise3,16587999,16712936
CTPS2,16730774,16712651,PB,peripheral_blood_leukocytes,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,LI,liver,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,KT,kidney_tubule,escape,variable,turquoise3,16587999,16712936
CTPS2,16730774,16712651,PC,brain_prefrontal_cortex,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,OM,omentum,escape,variable,turquoise3,16587999,16712936
CTPS2,16730774,16712651,B1,brain10,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,ST,stomach,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,KI,kidney,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,B2,brain20,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,PA,pancreas,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,OM,omentum,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,CB,cord_blood,escape,variable,turquoise3,16587999,16712936
CTPS2,16730774,16712651,BS,blood_spot,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,KT,kidney_tubule,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,KI,kidney,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,SL,spleen,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,SL,spleen,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,BR,brain,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,PC,brain_prefrontal_cortex,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,BR,brain,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,SA,saliva,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,B2,brain20,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,B7,brain7,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,WB,whole_blood,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,ST,stomach,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,HA,hair,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,HE,heart,escape,escape,purple,16587999,16712936
CTPS2,16730774,16712651,BU,buccal,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,AD,adrenal,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,BU,buccal,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,PB,peripheral_blood_leukocytes,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,LU,lung,escape,variable,turquoise3,16587999,16712936
CTPS2,16730339,16712216,LI,liver,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,BC,buffy_coat,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,SF,subcutaneous_fat,escape,escape,purple,16587999,16712936
CTPS2,16730339,16712216,B7,brain7,escape,variable,turquoise3,16587999,16712936
CTPS2,16731058,16712935,BL,blood,escape,escape,purple,16587999,16712936
CTPS2,16731058,16712935,PA,pancreas,escape,escape,purple,16587999,16712936
CUL4B,119694816,120560961,MU,muscle,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,KI,kidney,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,BS,blood_spot,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,OM,omentum,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,SA,saliva,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,AD,adrenal,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,SL,spleen,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,LU,lung,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,BU,buccal,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,ST,stomach,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,HA,hair,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,BL,blood,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,KT,kidney_tubule,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,CB,cord_blood,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,BC,buffy_coat,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,HE,heart,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,PM,PBMC,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,LI,liver,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,B2,brain20,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,PA,pancreas,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,BR,brain,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,B1,brain10,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,B7,brain7,inactive,inactive,lightsteelblue3,120505920,120604074
CUL4B,119694816,120560961,WB,whole_blood,inactive,inactive,lightsteelblue3,120505920,120604074
CXorf26,75392770,76172935,KT,kidney_tubule,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,BS,blood_spot,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,SL,spleen,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,LU,lung,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,LI,liver,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,BR,brain,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,B1,brain10,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,B2,brain20,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,B7,brain7,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,AD,adrenal,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,WB,whole_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,PM,PBMC,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,CB,cord_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,HA,hair,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,HE,heart,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,ST,stomach,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,MU,muscle,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,OM,omentum,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,BL,blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,BC,buffy_coat,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,SA,saliva,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,KI,kidney,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,PA,pancreas,inactive,inactive,lightsteelblue3,NA,NA
CXorf26,75392770,76172935,BU,buccal,inactive,inactive,lightsteelblue3,NA,NA
CXorf38,40506805,40647553,PM,PBMC,escape,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,BS,blood_spot,escape,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,BR,brain,variable,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,CB,cord_blood,variable,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,WB,whole_blood,variable,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,B7,brain7,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,PC,brain_prefrontal_cortex,escape,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,MU,muscle,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,PB,peripheral_blood_leukocytes,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,SF,subcutaneous_fat,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,LI,liver,variable,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,BL,blood,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,BR,brain,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,SF,subcutaneous_fat,escape,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,WB,whole_blood,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,KI,kidney,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,BS,blood_spot,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,B2,brain20,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,B1,brain10,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,MU,muscle,escape,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,PC,brain_prefrontal_cortex,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,LU,lung,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,SA,saliva,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,PA,pancreas,escape,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,KT,kidney_tubule,variable,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,CB,cord_blood,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,KT,kidney_tubule,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,KI,kidney,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,HE,heart,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,SL,spleen,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,AD,adrenal,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,SL,spleen,escape,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,ST,stomach,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,B7,brain7,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,PM,PBMC,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,SA,saliva,escape,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,HA,hair,escape,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,BU,buccal,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,B2,brain20,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,LU,lung,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,OM,omentum,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,LI,liver,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,HA,hair,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,BC,buffy_coat,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,PB,peripheral_blood_leukocytes,variable,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,AD,adrenal,escape,escape,purple,40626921,40647561
CXorf38,40506818,40647566,B1,brain10,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,ST,stomach,uncalled,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,BC,buffy_coat,variable,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,BU,buccal,escape,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,PA,pancreas,escape,escape,purple,40626921,40647561
CXorf38,40506805,40647553,OM,omentum,escape,variable,turquoise3,40626921,40647561
CXorf38,40506805,40647553,BL,blood,escape,variable,turquoise3,40626921,40647561
CXorf38,40506818,40647566,HE,heart,escape,escape,purple,40626921,40647561
CXorf40A,148622518,149540973,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,BU,buccal,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,BC,buffy_coat,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,BL,blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,SA,saliva,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,KI,kidney,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,MU,muscle,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,OM,omentum,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,ST,stomach,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,HA,hair,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,HE,heart,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,PA,pancreas,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,BS,blood_spot,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,WB,whole_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,CB,cord_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,AD,adrenal,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,BR,brain,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,B1,brain10,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,B2,brain20,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,B7,brain7,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,PM,PBMC,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,SL,spleen,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,LU,lung,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,LI,liver,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,NA,NA
CXorf40A,148622518,149540973,KT,kidney_tubule,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,KT,kidney_tubule,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,PA,pancreas,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,AD,adrenal,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,SL,spleen,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,LU,lung,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,LI,liver,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,BR,brain,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,WB,whole_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,B1,brain10,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,B2,brain20,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,B7,brain7,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,HE,heart,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,HA,hair,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,PM,PBMC,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,ST,stomach,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,CB,cord_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,BS,blood_spot,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,OM,omentum,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,BL,blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,SA,saliva,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,KI,kidney,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,MU,muscle,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,BC,buffy_coat,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,BU,buccal,inactive,inactive,lightsteelblue3,NA,NA
CXorf40B,149106691,149938473,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,BU,buccal,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,BC,buffy_coat,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,BL,blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,SA,saliva,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,KI,kidney,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,MU,muscle,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,OM,omentum,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,ST,stomach,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,HA,hair,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,HE,heart,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,PA,pancreas,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,AD,adrenal,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,SL,spleen,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,LU,lung,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,LI,liver,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,BR,brain,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,B1,brain10,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,B2,brain20,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,B7,brain7,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,WB,whole_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,PM,PBMC,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,CB,cord_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,BS,blood_spot,inactive,inactive,lightsteelblue3,NA,NA
CXorf41,106449861,107206631,KT,kidney_tubule,inactive,inactive,lightsteelblue3,NA,NA
CXorf56,118699371,119565408,KT,kidney_tubule,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,BS,blood_spot,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,B2,brain20,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,CB,cord_blood,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,PM,PBMC,uncalled,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,WB,whole_blood,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,OM,omentum,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,AD,adrenal,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,SL,spleen,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,LU,lung,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,LI,liver,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,BR,brain,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,B1,brain10,uncalled,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,B7,brain7,uncalled,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,MU,muscle,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,SF,subcutaneous_fat,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,ST,stomach,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,HA,hair,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,HE,heart,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,PA,pancreas,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,KI,kidney,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,PB,peripheral_blood_leukocytes,variable,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,BU,buccal,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,BC,buffy_coat,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,BL,blood,inactive,variable,turquoise3,NA,NA
CXorf56,118699371,119565408,SA,saliva,inactive,variable,turquoise3,NA,NA
CXorf57,105855159,106611929,BU,buccal,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,BC,buffy_coat,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,BL,blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,SA,saliva,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,KI,kidney,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,MU,muscle,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,OM,omentum,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,ST,stomach,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,HA,hair,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,HE,heart,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,PA,pancreas,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,AD,adrenal,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,SL,spleen,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,LU,lung,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,LI,liver,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,BR,brain,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,B1,brain10,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,B2,brain20,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,B7,brain7,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,WB,whole_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,PM,PBMC,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,BS,blood_spot,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,CB,cord_blood,inactive,inactive,lightsteelblue3,NA,NA
CXorf57,105855159,106611929,KT,kidney_tubule,inactive,inactive,lightsteelblue3,NA,NA
CXorf58,23926122,23908005,LU,lung,inactive,inactive,lightsteelblue3,23908006,23939509
CXorf58,23926122,23908005,SL,spleen,inactive,inactive,lightsteelblue3,23908006,23939509
CXorf58,23926122,23908005,HA,hair,inactive,inactive,lightsteelblue3,23908006,23939509
